,wildtype,1. Wine/European ,M3. Mosaic region 3,25. Sake ,1. Wine/European (subclade 4),26. Asian fermentation ,3. Brazilian bioethanol ,13. African palm wine ,10. French Guiana human ,8. Mixed origin ,1. Wine/European (subclade 3),5. French dairy 
r_2840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5824907635293345,0.0,0.0,0.0,0.0
r_0699,0.0,0.8189496001741878,0.6376668594348591,0.6618514419151815,0.0,0.0,0.0,0.7369141684124262,0.0,0.6788964736237642,0.6108721739298895,0.0
r_2488,0.700785546795475,0.737542370053422,0.0,0.5740000417631342,0.5960701535265807,0.0,0.7032343422025358,0.6241758719491755,0.0,0.7912383773988247,0.7134402637267341,0.0
r_0996,0.0,0.0,0.0,0.0,0.5888645567231605,0.8485216237561033,0.0,0.7677388242937777,0.0,0.0,0.0,0.5632204381954191
r_0918,0.0,0.0,0.0,0.0,0.0,0.0,0.7236236256836468,0.0,0.0,0.0,0.6355149783728782,0.0
r_3081,0.0,0.0,0.0,0.0,0.0,0.0,0.586813334974979,0.0,0.0,0.0,0.0,0.0
r_0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5984977986452445,0.0,0.5934989061126084,0.0
r_0307,0.6125557279046995,0.5657441452417571,0.9007098205499837,0.7023671503451921,0.6762002463886102,0.5616111012031411,0.6925412499815703,0.7274363622538058,0.614242233474412,0.6917944805281988,0.5853043785905105,0.0
r_2483,0.6026341100950048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_1057,0.0,0.0,0.606882522427008,0.0,0.0,0.0,0.0,0.6798947532236636,0.0,0.0,0.0,0.571023683454288
r_0548,0.0,0.0,0.0,0.0,0.7349934195018585,0.6844181165280762,0.0,0.0,0.0,0.0,0.0,0.6693943173051708
r_0561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5905290547990094,0.0,0.0
r_2034,0.6982094965664789,0.6387676931846978,0.6404050702048626,0.0,0.803337915817405,0.7764977717699513,0.6394286362512718,0.0,0.0,0.0,0.5806160601595214,0.0
r_0179,0.5725394425692488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0157,0.6994886788294751,0.0,0.0,0.0,0.0,0.0,0.6127049431737851,0.6825873489710832,0.0,0.0,0.0,0.581261738526106
r_0658,0.0,0.5951221365727066,0.0,0.582252335716487,0.0,0.0,0.0,0.0,0.0,0.0,0.6328801724526342,0.7440303112161879
r_2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6322201381165224,0.0
r_4590,0.6439905825512058,0.0,0.0,0.0,0.0,0.0,0.7322662227424053,0.630907739979308,0.0,0.709935946309842,0.0,0.0
r_3119,0.0,0.0,0.0,0.6354731641577425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_1099,0.6091205540215647,0.0,0.0,0.0,0.762809327825858,0.0,0.0,0.0,0.0,0.0,0.0,0.6276247736303506
r_0487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6034563246751573
r_1205,0.0,0.0,0.0,0.0,0.70297756207497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_3074,0.0,0.0,0.0,0.0,0.0,0.0,0.6130548345323708,0.0,0.0,0.0,0.0,0.0
r_2346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5751564145572532,0.0,0.6209712272907212,0.0,0.0
r_0939,0.0,0.0,0.0,0.0,0.5997887020520632,0.6138138729858007,0.0,0.0,0.0,0.0,0.0,0.6634947990511804
r_0793,0.0,0.0,0.0,0.0,0.0,0.0,0.6065584669456847,0.0,0.0,0.0,0.0,0.0
r_0692,0.0,0.0,0.6126936250990609,0.0,0.0,0.5630955171964006,0.9000499900493142,0.7411526423758292,0.6101052780601327,0.7144754394381202,0.7353133358856889,0.5868821449364279
r_0892,0.6145264756227715,0.0,0.8313150404238547,0.6377643832931481,0.7943622045689356,0.6408397372576476,0.6027997755353451,0.5834936972712397,0.746441865625002,0.7828181579757231,0.8873905881853212,0.6133023357884636
r_0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5805267648426111,0.0,0.0,0.0,0.0
r_2369,0.0,0.0,0.0,0.6031227641470116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0214,0.5631749937982156,0.0,0.7753922284176945,0.7860614877876011,0.0,0.7850323428541,0.6773561766412468,0.0,0.0,0.7421511592227905,0.0,0.5902153129832609
r_0220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7680240439873853,0.0,0.6146773354231748
r_0310,0.0,0.7194643600538528,0.0,0.7084267619084577,0.0,0.0,0.0,0.0,0.7246368279849706,0.0,0.0,0.0
r_0209,0.0,0.727787280835319,0.7146744968118297,0.0,0.0,0.0,0.0,0.6906359375045478,0.0,0.7296939328245822,0.0,0.626928158283374
r_2179,0.0,0.0,0.0,0.0,0.0,0.0,0.5789406100233541,0.0,0.0,0.0,0.0,0.0
r_0915,0.0,0.0,0.5670692555137016,0.6288361461896409,0.0,0.7012223973075632,0.6775326250903605,0.5895258174181368,0.0,0.5689947140925832,0.5672376238800966,0.6702451372537097
r_2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605247684285437
r_0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6368760577646099,0.0,0.0
r_0695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6649036225125938,0.0,0.0
r_1237,0.0,0.0,0.0,0.0,0.659514759359874,0.0,0.0,0.0,0.0,0.6303263657654543,0.0,0.0
r_0989,0.6083142040217576,0.0,0.6649961465697288,0.6716855808147045,0.8984538807320959,0.0,0.782463096057906,0.7780771377042093,0.0,0.8899167841348123,0.0,0.0
r_0349,0.0,0.0,0.6010557402694909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_3231,0.0,0.0,0.7289155321761569,0.0,0.0,0.0,0.6693527162261512,0.0,0.0,0.0,0.0,0.0
r_0539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7637034416165498,0.0,0.0,0.0,0.6064129933487019
r_4592,0.6500498984481308,0.0,0.0,0.0,0.0,0.0,0.7322662227405996,0.6326677910734709,0.0,0.709935946311387,0.0,0.0
r_0208,0.7062013785860872,0.8077331188660858,0.6051919199526657,0.7632849047977801,0.6579453613508394,0.0,0.7746147680578325,0.6758310098714801,0.0,0.724031318827775,0.6966843342869802,0.6447056112091447
r_4185,0.0,0.0,0.0,0.0,0.5822287576690369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_2183,0.0,0.0,0.0,0.0,0.6849089154623229,0.0,0.0,0.0,0.730002068660119,0.0,0.6739677243881973,0.0
r_0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5780705481746437
r_1216,0.6343264799620723,0.8050019650219925,0.8184373231498381,0.7136685875978492,0.9255234345587238,0.8247304672676377,0.7208499183177058,0.8840503190778403,0.7350189189762968,0.0,0.7547962198769166,0.7134205314858588
r_0366,0.6283591017762986,0.0,0.7910386154687153,0.5926280476674299,0.7157123256952396,0.605648320070727,0.5692188883849887,0.5764772291266465,0.5668124022279667,0.5702054404426766,0.0,0.708477884957061
r_3605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57840039412115,0.0,0.0,0.0
r_0820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158580886846806,0.6483298052264053
r_2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920978759178704,0.0,0.0
r_0821,0.6114922935858955,0.0,0.626807474876584,0.0,0.0,0.0,0.772982299218789,0.0,0.0,0.0,0.7389088120610703,0.0
r_0439,0.6514215024274876,0.6018924047632089,0.5980763866917438,0.8319278011168425,0.6503178602597819,0.0,0.7070577710579395,0.0,0.0,0.5874933826088831,0.5763503194700635,0.6379383496929181
r_0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6078342605836322,0.0,0.0,0.0,0.0
r_0441,0.0,0.0,0.0,0.0,0.6606858179005597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_3080,0.0,0.0,0.0,0.0,0.0,0.0,0.5684790983480601,0.0,0.0,0.0,0.0,0.0
r_0104,0.0,0.0,0.6168620773530819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0194,0.5727076686568506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6207013140232673,0.0,0.5660889445044399,0.0,0.0
r_2382,0.0,0.0,0.0,0.5992819933205351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_3545,0.7981633472355285,0.777257220106983,0.8433488166737819,0.7910351809357605,0.0,0.8256846351612034,0.0,0.8205284090237281,0.670025256969359,0.575867082968816,0.629849234039688,0.7771201990195766
r_3038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60727584003687,0.0,0.0
r_0161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799681371232899
r_1811,0.0,0.0,0.0,0.0,0.0,0.8199197664532266,0.7760730931605722,0.0,0.7150177586947029,0.673863095058732,0.6426937783537704,0.0
r_0831,0.7096928321868127,0.0,0.0,0.6109548596775989,0.7116215626867071,0.0,0.566896771956018,0.0,0.0,0.0,0.0,0.5908321981019063
r_0446,0.0,0.0,0.0,0.0,0.0,0.818342747924925,0.8148406077607919,0.6581046870988185,0.0,0.6664542150058073,0.8180575931333157,0.0
r_0997,0.0,0.0,0.0,0.0,0.5888645567231605,0.8485216237561033,0.0,0.7677388242937777,0.0,0.0,0.0,0.5632204381954191
r_1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6737034011784566,0.0,0.0
r_0313,0.0,0.0,0.7453409886356228,0.0,0.0,0.0,0.0,0.6597259384605196,0.0,0.0,0.0,0.669650415295122
r_2131,0.0,0.6536602151748672,0.6612572145594499,0.0,0.0,0.0,0.0,0.6119434683530525,0.5846785836559074,0.0,0.6270342525333652,0.6847528319479487
r_0569,0.0,0.0,0.0,0.0,0.0,0.7761350016571993,0.7055140786961687,0.0,0.0,0.6487281340347406,0.0,0.6336550713397228
r_0097,0.0,0.0,0.5622315166981225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_2405,0.0,0.0,0.0,0.0,0.6341857863252982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0472,0.0,0.0,0.0,0.0,0.0,0.0,0.6403460366333806,0.7363699290975976,0.0,0.0,0.0,0.0
r_2309,0.5688356104279487,0.6854274164182006,0.0,0.0,0.0,0.0,0.0,0.6202116920631449,0.5882723247363173,0.0,0.0,0.657344947026213
r_2266,0.0,0.0,0.0,0.0,-0.5659851054874234,0.0,0.0,0.0,0.0,0.0,0.0,0.5633446203888721
r_0525,0.0,0.0,0.0,0.0,0.0,0.563785328576646,0.0,0.0,0.0,0.0,0.0,0.0
r_2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5722663775235068
r_0911,0.0,0.0,0.6442660139435654,0.593113597232628,0.0,0.0,0.7132748091095071,0.0,0.0,0.0,0.0,0.0
r_0153,0.0,0.0,0.0,0.0,0.0,0.7396042124636923,0.629993231056292,0.0,0.0,0.0,0.0,0.0
r_0545,0.5996131298973997,0.0,0.7103234227772683,0.5744052356810002,0.8547713183361658,0.0,0.611483605917327,0.6375099053571253,0.0,0.8318403296717708,0.0,0.0
r_0570,0.0,0.0,0.7241908670459243,0.0,0.0,0.0,0.7057398268900994,0.6258947721494798,0.0,0.616067501210497,0.0,0.0
r_0478,0.0,0.0,0.6445154431808127,0.0,0.0,0.0,0.0,0.5645979541504514,0.0,0.0,0.0,0.0
r_1172,0.0,0.0,0.6932998669010635,0.0,0.0,0.0,0.8879343204022992,0.0,0.0,0.0,0.0,0.0
r_2450,0.0,0.0,0.6218262611714367,0.0,0.0,0.0,0.6323770728064473,0.0,0.656822808016616,0.5739420943826439,0.0,0.0
r_1245,0.0,0.0,0.0,0.8404764638870983,0.7505858563930667,0.0,0.0,0.0,0.0,0.0,0.0,0.6865153355034059
r_0852,0.0,0.0,0.7490921507978003,0.0,0.0,0.0,0.0,0.7367038933443832,0.0,0.0,0.0,0.6916848643033389
r_0560,0.0,0.0,0.6221615752008955,0.0,0.0,0.5717989882743705,0.0,0.0,0.0,0.0,0.0,0.0
r_0079,0.0,0.0,0.6630368154333199,0.5796465982379289,0.0,0.5924736109843032,0.7423173842648854,0.5875713430750985,0.0,0.6846940308337205,0.0,0.0
r_2045,0.0,0.0,0.0,0.0,0.8904545008524596,0.0,0.0,0.5716096689829808,0.0,0.6617449863858684,0.0,0.6329370962653189
r_0341,0.5666368498308254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_3198,0.0,0.0,-0.6073718451355511,0.0,0.0,0.0,0.562473990881004,0.0,0.0,0.0,0.0,0.0
r_0938,0.0,0.0,0.0,0.6029503352440592,0.8128311176035584,0.6594155042565815,0.0,0.6222114589033386,0.0,0.0,0.0,0.0
r_0503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5871135062228088,0.0,0.6332206465684281,0.0,0.0
r_0065,0.0,0.0,0.0,0.0,0.5888645567231605,0.8485216237561033,0.0,0.7677388242937777,0.0,0.0,0.0,0.5632204381954191
r_0015,0.6384511729703952,0.0,0.702956229052351,0.0,0.0,0.0,0.6382699248471297,0.6277386683035064,0.0,0.0,0.0,0.0
r_4703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
r_3205,0.0,0.0,0.0,0.0,0.0,0.0,0.7373963798371707,0.0,0.0,0.0,0.0,0.0
r_3817,0.0,0.0,0.0,0.0,0.0,0.6454669884942564,0.0,0.0,0.0,0.0,0.0,0.0
r_0080,0.0,0.0,0.5907264774320587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_4205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7378362472709581,0.0
r_1200,0.0,-0.6228024965995289,0.0,0.0,0.0,0.0,0.6275961852413716,0.0,0.0,0.0,0.0,0.0
r_2163,0.0,0.0,0.6261446385084026,0.0,-0.6205373908273046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_2436,0.0,0.0,0.0,0.0,0.7850427584488091,0.0,0.0,0.0,0.7368368355821042,0.0,0.6129712901418093,0.0
r_0698,0.0,0.0,0.7072341971063855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_3227,0.0,0.0,0.7540272402992966,0.0,0.0,0.0,0.0,0.0,0.0,-0.6632294748063224,0.0,0.0
r_0300,0.6231495225831176,0.0,0.0,0.709607255509704,0.6990696190191328,0.6207015573590764,0.0,0.0,0.0,0.0,0.0,0.6229386949820724
r_2823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6630104917170394,0.0
r_0468,0.0,0.0,0.5815571222588359,0.6936086937040132,0.0,0.732824486173166,0.0,0.0,0.6093533360785797,0.6188133272901934,0.0,0.6216461727073108
r_0473,0.0,0.0,0.0,0.7639412061437543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0501,0.8770735511047985,0.8889798123294641,0.9048194449471675,0.857391004671117,0.8353489524497295,0.8883813246735978,0.9174273171774538,0.815834227939287,0.0,0.8699770349649817,0.8351644038740815,0.0
r_0040,0.0,0.0,0.0,0.0,0.5888645567231605,0.8485216237561033,0.0,0.7677388242937777,0.0,0.0,0.0,0.5632204381954191
r_0725,0.0,0.0,0.0,0.0,0.0,0.8233628805291466,0.8184823963639325,0.6591845367785101,0.0,0.668556925107352,0.8204110706470732,0.0
r_2470,0.0,0.0,0.0,0.0,0.0,0.0,0.6024226150932185,0.0,-0.7949887274892361,0.0,0.0,0.0
r_2334,0.0,0.5796396415914429,0.670668187878172,0.5924800692207117,0.0,0.0,0.0,0.6381165445417815,0.5669469224757371,0.0,0.0,0.5624017959953176
r_2132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8569604903002698,0.0
r_1218,0.0,0.0,0.0,0.0,0.6257148362402142,0.0,0.0,0.0,0.0,0.5730283321457963,0.0,0.7970899683236847
r_3823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5631908192897422,0.0
r_0665,0.630792441601501,0.0,0.0,0.0,0.0,0.0,0.0,0.6450001196740296,0.0,0.5637737733864625,0.0,0.0
r_0279,0.0,0.0,0.0,0.0,0.0,0.7916526105325647,0.0,0.57852749554603,0.0,0.0,0.7038513140856859,0.0
r_0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5905290547990094,0.0,0.0
r_2279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6407197283838734
r_2841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5898245825803796,0.0,0.0
r_0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6170958686331969,0.0,0.0,0.0,0.0
r_2373,0.0,0.0,0.567286753892722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0148,0.0,0.0,0.0,0.0,0.0,0.5704282633203579,0.0,0.0,0.6182538032144334,0.0,0.0,0.0
r_0212,0.0,0.0,0.6035296558711536,0.0,0.0,0.0,0.0,0.6213394899297839,0.0,0.5996482131733452,0.0,0.0
r_0445,0.0,0.6809559089762336,0.8041873900606152,0.0,0.6950234234151801,0.0,0.6548192199915366,0.0,0.0,0.0,0.0,0.5655633241103319
r_2447,0.6577605960408395,0.5637707722096673,0.7826783557087535,0.7447342901721987,0.0,0.6030650005710863,0.620635551043361,0.692005101149547,0.8214148379862449,0.7187795668790626,0.5801553902053198,0.5620076375011662
r_1171,0.0,0.0,0.0,0.0,0.0,0.0,0.6819431122133308,0.0,0.0,0.0,0.0,0.0
r_1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6367552441265881,0.0,0.0,0.0,0.0
r_0891,0.0,0.0,0.0,0.0,0.0,0.0,0.6035409531056874,0.0,0.0,0.0,0.6234429366826058,0.0
r_1838,0.7003798342373586,0.7773424898931454,0.7194095231526261,0.7293108316095708,0.879893402214646,0.0,0.7291831749975554,0.8161498386123073,0.7883714573654403,0.8823364832139602,0.6023120337716035,0.0
r_0118,0.0,0.0,0.0,0.0,0.6182524554441275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6568195385386991
r_0917,0.0,0.0,0.0,0.0,0.0,0.0,0.5705238546270682,0.0,0.0,0.0,0.6210634333435225,0.0
r_2332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7274891968537638,0.0
r_2141,0.6409223324166838,0.5619511148071766,0.0,0.5908941840034317,0.0,0.0,0.6481026819575868,0.0,0.7200318211803383,0.6378598708505211,0.6340935158484156,0.0
r_3200,0.0,0.0,0.0,0.6383705744387365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0795,0.6209910538520905,0.622222273813744,0.8233900737615047,0.0,0.6938973096542205,0.7307893179917109,0.6860213454384074,0.5623049395185847,0.0,0.6874816911437496,0.6422084230364994,0.0
r_0151,0.0,0.0,0.6052014910912982,0.584587437988948,0.0,0.0,0.6578647260460788,0.0,0.0,0.0,0.0,0.0
r_2500,0.7515847600203678,0.6047446178975977,0.6662443301468591,0.0,0.0,0.7847745184272852,0.0,0.6044691202338706,0.0,0.7868460332486988,0.8388473075874439,0.6395355467771323
r_4332,0.0,0.0,0.0,0.0,0.0,0.5694695948193595,0.0,0.0,0.0,0.0,0.0,0.0
r_2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605247684285437
r_0669,0.0,0.0,0.0,0.0,0.0,0.0,0.6226942626096014,0.0,0.575020328393851,0.0,0.0,0.6998590408353
r_0193,0.0,0.0,0.5709576623816109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_2838,0.0,0.0,0.5976751142164572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_2508,0.7515847600203678,0.6047446178975977,0.6662443301468591,0.0,0.0,0.7847745184272852,0.0,0.6044691202338706,0.0,0.7868460332486771,0.8388473075874439,0.6395355467771323
r_0888,0.0,0.5945953174872773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_2248,0.0,0.0,0.0,0.0,-0.5659851054874234,0.0,0.0,0.0,0.0,0.0,0.0,0.5633446203888721
r_2883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760453294659018
r_0491,0.8253634610447393,0.5923003934543704,0.7394383968652665,0.619819141661315,0.8514997884604572,0.7878970905960291,0.7337825984131057,0.7888489753604526,0.0,0.0,0.7777343212421401,0.8532381370681296
